Date,Total Employees,Total Employees Not Laid Off,Active,Non Active,Laid Off,PlaceBoardCount,Available,Available Percent,TPD Revenue,TPD Bins,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT06,WT08,WT09
5/9/2019,520,423,498,22,97,2,401,76.73%,22,Good,4.7,,0.04,0,0,47,59,40,20,360,13,16.1,1,,,,,
5/10/2019,520,416,496,24,104,2,392,75%,20,Good,4.25,,0,0,0,49,65,34,10,30,19.9,23.9,,,,,,
5/11/2019,520,428,496,24,92,1,404,77.5%,23,Great,4.03,,0,0,0,55,77,39,290,290,14.1,18.1,,,,,,
5/12/2019,520,434,497,23,86,1,411,78.85%,18,Good,7.83,,0,0,0,63,80,45,280,280,21.9,27.1,,,,,,
5/13/2019,520,443,499,21,77,11,422,79.04%,20,Good,8.95,,0,0,0,67,83,53,290,270,25.1,34,,,,,,
5/14/2019,520,438,498,22,82,13,416,77.5%,19,Good,5.59,,0,0,0,65,81,47,260,250,18.1,27.1,,,,,,
5/15/2019,519,440,497,22,79,7,418,79.19%,25,Great,7.61,,0.1,0,0,67,74,53,270,270,19.9,23.9,1,,,,,
5/16/2019,519,428,497,22,91,5,406,77.26%,19,Good,8.05,,0.03,0,0,55,58,48,330,330,16.1,19.9,1,,,,,
5/17/2019,519,415,493,26,104,6,389,73.8%,19,Good,8.28,,0.6,0,0,47,49,39,330,350,14.1,17,1,,,,,
5/18/2019,519,423,495,24,96,13,399,74.37%,24,Great,7.83,,0.03,0,0,42,48,40,10,10,15,18.1,,,,,,
5/19/2019,519,435,495,24,84,4,411,78.42%,23,Great,7.83,,0,0,0,42,47,36,80,80,18.1,21.9,,,,,,
5/20/2019,519,434,495,24,85,2,410,78.61%,18,Good,5.82,,0,0,0,44,50,40,360,360,16.1,19,,,,,,
5/21/2019,519,444,494,25,75,2,419,80.35%,26,Great,8.05,,0.07,0,0,46,52,42,20,10,21.9,25.9,,,,,,
5/22/2019,519,439,493,26,80,7,413,78.23%,24,Great,8.05,,0.02,0,0,47,62,40,30,30,19.9,23,,,,,,
5/23/2019,519,424,495,24,95,3,400,76.49%,18,Good,4.7,,0,0,0,52,64,38,100,100,16.1,21,,,,,,
5/24/2019,519,412,494,25,107,3,387,73.99%,22,Good,4.47,,0.14,0,0,52,64,43,310,310,21.9,27.1,1,,,,,
5/25/2019,518,421,493,25,97,2,396,76.06%,24,Great,6.71,,0.39,0,0,54,64,47,310,310,19.9,23.9,1,,,,,
5/26/2019,518,417,495,23,101,1,394,75.87%,23,Great,8.5,,0.96,0,0,53,60,48,360,10,23.9,32,1,,1,,,
5/27/2019,518,430,497,21,88,8,409,77.41%,19,Good,8.28,,0.01,0,0,50,53,48,340,350,18.1,23,1,,,,,
5/28/2019,518,425,495,23,93,22,402,73.36%,17,Great,6.71,,0,0,0,54,69,46,350,350,14.1,18.1,,,,,,
5/29/2019,518,426,496,22,92,11,404,75.87%,18,Good,5.82,,0,0,0,57,74,41,80,50,15,19.9,,,,,,
5/30/2019,519,431,498,21,88,15,410,76.11%,21,Good,4.7,,0,0,0,62,80,45,340,330,23,29.1,,,1,,1,
5/31/2019,519,421,497,22,98,14,399,74.18%,15,Bad,5.59,,0,0,0,63,74,53,310,300,15,23,,,,,1,
